0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z;T;
1391186350.977 318.234 230.069 1252 315.387 228.322 1275 311.836 227.961 1275 308.474 228.882 1280 306.173 230.838 1275 308.859 231.749 1275 312.129 231.828 1275 315.415 231.163 0 335.008 228.481 1270 337.405 226.312 1275 340.902 225.292 1270 344.451 225.616 1280 347.209 227.071 1284 344.716 228.41 1275 341.484 229.07 1270 338.065 229.03 1265 318.007 221.052 1256 312.65 220.048 1284 306.769 220.178 1294 302.849 222.28 1294 300.374 225.202 1294 301.412 226.549 1289 304.251 224.536 1294 307.718 223.328 1289 312.665 223.208 1275 317.734 223.745 1256 332.536 219.516 1275 337.841 217.552 1284 343.957 216.544 1289 348.569 217.893 1294 351.831 220.168 1294 351.105 221.811 1294 347.702 220.429 1289 343.752 219.929 1284 338.553 220.699 1280 333.362 222.142 1275 322.5 229.539 1252 322.403 234.404 1252 321.227 238.808 1243 318.651 242.566 1252 319.78 246.451 1247 325.374 246.532 1238 329.79 246.151 1243 335.958 245.106 1252 336.427 241.037 0 332.964 237.813 0 331.111 233.583 0 330.219 228.813 0 317.661 257.154 1238 320.926 254.444 1234 324.836 252.51 1234 328.635 252.884 1238 332.201 251.836 1243 337.024 252.932 1252 341.551 254.862 1252 338.514 258.087 1238 334.772 260.334 1238 329.845 261.448 1234 324.8 261.179 1229 321.003 259.705 1234 319.801 256.971 1238 324.083 255.826 1234 329.054 255.439 1234 334.333 254.885 1238 339.326 255.159 1247 334.666 256.604 1238 329.315 257.552 1234 324.252 257.551 1229 298.303 231.951 1294 298.949 239.155 1280 300.367 245.963 1270 302.631 252.731 1270 305.576 258.983 1256 309.575 264.382 1256 313.971 268.431 1261 318.935 271.96 1256 324.765 274.392 1256 331.761 275.075 1256 339 273.365 1265 345.208 270.119 0 350.301 265.671 1261 354.532 260.595 0 357.591 254.249 1289 359.014 247.442 1304 359.582 240.353 1304 359.438 233.376 1299 358.589 226.032 1294 312.063 230.102 1275 341.155 227.41 1275 327.521 243.058 1243 318.667 218.251 1256 312.956 217.196 1294 305.942 217.428 1294 300.782 220.18 1299 297.874 223.553 1299 331.356 216.853 1275 336.954 214.797 1289 344.161 213.68 1289 350.098 215.35 1299 353.86 217.902 1304;0;
1391186351.124 318.182 230.079 0 315.33 228.334 1275 311.775 227.977 1280 308.411 228.903 1280 306.11 230.863 1275 308.8 231.772 1275 312.073 231.847 1275 315.362 231.178 0 334.97 228.471 1275 337.368 226.296 1270 340.867 225.272 1275 344.42 225.592 1280 347.182 227.045 1284 344.689 228.388 1275 341.454 229.052 1270 338.032 229.017 1265 317.944 221.054 1256 312.581 220.055 1284 306.694 220.192 1299 302.773 222.3 1294 300.299 225.229 1294 301.339 226.576 1294 304.179 224.557 1294 307.648 223.344 1289 312.6 223.218 1280 317.674 223.749 1270 332.486 219.499 1270 337.794 217.528 1284 343.915 216.511 1289 348.532 217.856 1294 351.801 220.13 1294 351.076 221.775 1294 347.668 220.396 1289 343.713 219.899 1284 338.51 220.677 1284 333.316 222.127 1270 322.451 229.544 1256 322.36 234.413 1252 321.188 238.823 1252 318.614 242.589 1256 319.748 246.476 1247 325.348 246.55 1247 329.768 246.164 1247 335.941 245.111 1252 336.406 241.037 0 332.936 237.814 0 331.076 233.582 0 330.178 228.808 0 317.639 257.192 1238 320.905 254.476 1234 324.816 252.535 1234 328.619 252.905 1238 332.188 251.852 1243 337.017 252.943 1252 341.551 254.87 1252 338.515 258.102 1243 334.771 260.355 1234 329.841 261.476 1229 324.79 261.212 1229 320.988 259.741 1234 319.781 257.006 1238 324.067 255.855 1234 329.042 255.461 1234 334.325 254.901 1238 339.324 255.17 1252 334.661 256.621 1238 329.306 257.576 1229 324.237 257.581 1229 298.234 231.986 1289 298.889 239.196 1280 300.316 246.01 1275 302.59 252.781 1270 305.546 259.037 1256 309.554 264.436 1252 313.959 268.484 1256 318.932 272.011 1256 324.771 274.438 1256 331.774 275.114 1256 339.018 273.394 1261 345.229 270.138 0 350.322 265.679 0 354.551 260.593 0 357.606 254.237 0 359.022 247.422 0 359.583 240.326 1304 359.431 233.342 1299 358.573 225.991 1299 312.005 230.119 1275 341.123 227.392 1270 327.494 243.071 1243 318.602 218.249 1256 312.884 217.2 1289 305.863 217.441 1299 300.701 220.201 1299 297.795 223.58 1299 331.301 216.835 1275 336.903 214.771 1289 344.115 213.645 1294 350.061 215.309 1299 353.829 217.86 1309;0;
1391186351.177 318.154 230.068 0 315.301 228.32 1275 311.743 227.961 1275 308.376 228.886 1280 306.072 230.848 1275 308.764 231.758 1275 312.04 231.835 1270 315.331 231.166 0 334.959 228.465 1275 337.359 226.289 1270 340.861 225.266 1270 344.418 225.588 1280 347.182 227.043 1284 344.686 228.386 1275 341.447 229.05 1270 338.023 229.013 1270 317.921 221.034 1256 312.553 220.032 1284 306.661 220.167 1294 302.735 222.275 1294 300.258 225.206 1294 301.298 226.554 1289 304.142 224.535 1294 307.614 223.323 1294 312.571 223.198 1280 317.649 223.732 1256 332.476 219.484 1275 337.789 217.513 1284 343.916 216.498 1289 348.537 217.846 1294 351.808 220.124 1294 351.081 221.77 1294 347.671 220.388 1289 343.713 219.889 1289 338.505 220.666 1280 333.305 222.114 1270 322.428 229.533 0 322.335 234.408 1243 321.16 238.821 1252 318.582 242.589 1252 319.715 246.479 1252 325.32 246.557 1243 329.744 246.172 1247 335.923 245.12 1252 336.39 241.043 0 332.918 237.816 0 331.059 233.579 0 330.162 228.801 1275 317.601 257.204 1238 320.87 254.487 1234 324.785 252.546 1234 328.592 252.918 1238 332.164 251.865 1243 336.997 252.96 1252 341.534 254.89 1256 338.494 258.124 1243 334.746 260.378 1238 329.811 261.497 1234 324.756 261.231 1234 320.951 259.757 1234 319.744 257.019 1238 324.034 255.869 1234 329.014 255.477 1234 334.302 254.918 1238 339.305 255.189 1252 334.637 256.64 1238 329.277 257.594 1234 324.204 257.597 1234 298.188 231.968 1289 298.841 239.185 1280 300.266 246.005 1275 302.54 252.784 1275 305.495 259.046 1261 309.505 264.451 1256 313.912 268.505 1256 318.888 272.037 1256 324.731 274.469 1252 331.741 275.148 1256 338.992 273.43 1261 345.209 270.173 0 350.309 265.713 0 354.543 260.624 0 357.603 254.264 0 359.024 247.443 0 359.588 240.341 1309 359.439 233.351 1299 358.583 225.993 1304 311.973 230.105 1275 341.117 227.387 1270 327.469 243.075 1243 318.58 218.227 1256 312.858 217.175 1294 305.83 217.413 1294 300.662 220.174 1299 297.752 223.554 1304 331.291 216.817 1275 336.899 214.754 1289 344.118 213.629 1289 350.068 215.298 1304 353.839 217.852 1309;0;
1391186351.361 318.218 230.04 0 315.372 228.29 1275 311.821 227.925 1275 308.457 228.843 1280 306.153 230.797 1275 308.839 231.711 1275 312.11 231.793 1275 315.398 231.131 0 334.999 228.47 1275 337.4 226.302 1270 340.898 225.287 1275 344.448 225.615 1280 347.206 227.072 1284 344.711 228.41 1275 341.476 229.066 1270 338.057 229.023 1270 318.001 221.02 1256 312.644 220.01 1280 306.76 220.134 1294 302.837 222.232 1294 300.359 225.153 1294 301.395 226.501 1289 304.238 224.491 1289 307.707 223.286 1284 312.656 223.171 1280 317.725 223.713 1256 332.537 219.499 1270 337.845 217.541 1284 343.964 216.539 1289 348.575 217.893 1294 351.836 220.173 1294 351.108 221.815 1294 347.706 220.429 1289 343.755 219.924 1284 338.554 220.69 1280 333.36 222.127 1270 322.486 229.514 0 322.384 234.381 1243 321.203 238.785 1243 318.622 242.542 1252 319.747 246.428 1247 325.343 246.516 1247 329.761 246.14 1247 335.932 245.101 1247 336.405 241.031 0 332.945 237.803 0 331.096 233.569 0 330.209 228.797 0 317.616 257.133 1238 320.885 254.426 1238 324.798 252.495 1238 328.598 252.873 1234 332.166 251.829 1238 336.989 252.93 1247 341.516 254.866 1252 338.474 258.089 1238 334.729 260.332 1234 329.799 261.441 1234 324.753 261.166 1229 320.956 259.688 1238 319.757 256.952 1243 324.042 255.811 1238 329.015 255.429 1229 334.295 254.88 1238 339.29 255.16 1252 334.626 256.601 1238 329.273 257.543 1229 324.208 257.537 1234 298.28 231.901 1284 298.918 239.108 1280 300.329 245.92 1275 302.587 252.692 1275 305.526 258.949 1261 309.52 264.354 1256 313.913 268.409 1256 318.874 271.944 1256 324.704 274.383 1252 331.701 275.074 1252 338.944 273.371 1265 345.158 270.131 0 350.257 265.687 0 354.494 260.614 0 357.561 254.269 0 358.992 247.462 0 359.568 240.372 1304 359.431 233.393 1299 358.59 226.045 1299 312.046 230.066 1275 341.149 227.406 1270 327.495 243.043 1247 318.665 218.219 1256 312.953 217.158 1289 305.936 217.383 1294 300.772 220.13 1304 297.86 223.5 1304 331.358 216.834 1275 336.961 214.784 1289 344.171 213.675 1289 350.108 215.351 1299 353.869 217.908 1309;0;
1391186351.498 318.165 230.065 1256 315.313 228.311 1270 311.754 227.945 1275 308.383 228.866 1280 306.074 230.824 1280 308.767 231.74 1280 312.044 231.822 1275 315.339 231.158 1261 334.982 228.49 1275 337.387 226.317 1275 340.893 225.299 1275 344.451 225.627 1280 347.214 227.088 1284 344.714 228.428 1275 341.473 229.086 1270 338.046 229.043 1270 317.947 221.026 1256 312.578 220.014 1284 306.682 220.139 1294 302.751 222.241 1299 300.267 225.169 1299 301.306 226.52 1294 304.155 224.505 1289 307.631 223.297 1289 312.59 223.182 1280 317.671 223.724 1256 332.513 219.5 1265 337.832 217.537 1284 343.965 216.532 1289 348.586 217.888 1294 351.854 220.173 1294 351.124 221.819 1294 347.715 220.43 1289 343.756 219.925 1284 338.543 220.692 1275 333.338 222.133 1265 322.442 229.537 1256 322.341 234.414 1252 321.157 238.828 1247 318.572 242.593 1252 319.699 246.488 1247 325.307 246.575 1247 329.734 246.197 1247 335.918 245.156 1252 336.392 241.077 0 332.924 237.842 0 331.071 233.6 0 330.181 228.817 1275 317.564 257.215 1238 320.84 254.502 1234 324.761 252.567 1238 328.569 252.946 1238 332.145 251.898 1238 336.979 253.002 1247 341.515 254.941 1252 338.468 258.171 1243 334.714 260.42 1247 329.774 261.532 1234 324.717 261.257 1234 320.912 259.776 1238 319.71 257.034 1238 324.004 255.89 1234 328.987 255.507 1238 334.279 254.956 1243 339.285 255.237 1247 334.611 256.68 1243 329.246 257.625 1234 324.171 257.619 1234 298.185 231.932 1289 298.825 239.153 1280 300.24 245.98 1275 302.503 252.766 1275 305.449 259.037 1261 309.452 264.452 1256 313.854 268.516 1261 318.827 272.058 1256 324.669 274.502 1252 331.681 275.193 1256 338.94 273.486 1261 345.166 270.239 0 350.276 265.785 0 354.522 260.701 0 357.595 254.342 0 359.028 247.52 0 359.604 240.415 1309 359.467 233.421 1304 358.623 226.057 1299 311.98 230.091 1275 341.145 227.422 1275 327.463 243.095 1243 318.612 218.218 1256 312.888 217.156 1294 305.856 217.381 1299 300.681 220.135 1304 297.763 223.512 1304 331.332 216.829 0 336.947 214.774 1289 344.172 213.662 1289 350.122 215.341 1299 353.891 217.904 1304;0;
1391186351.613 318.159 230.083 1256 315.305 228.329 1261 311.744 227.964 1275 308.371 228.886 1280 306.062 230.846 1280 308.756 231.761 1275 312.035 231.843 1270 315.331 231.178 1261 334.983 228.502 1275 337.389 226.328 1275 340.896 225.308 1275 344.455 225.635 1280 347.22 227.095 1284 344.719 228.437 1275 341.477 229.097 1270 338.049 229.055 1270 317.937 221.04 1256 312.565 220.029 1284 306.667 220.156 1294 302.734 222.26 1294 300.25 225.19 1294 301.29 226.542 1289 304.139 224.524 1294 307.617 223.315 1294 312.579 223.198 1280 317.662 223.74 1256 332.51 219.508 1270 337.831 217.543 1289 343.966 216.536 1284 348.59 217.891 1289 351.861 220.176 1294 351.131 221.823 1294 347.719 220.435 1289 343.758 219.93 1280 338.543 220.7 1280 333.336 222.143 1265 322.437 229.554 1256 322.337 234.433 1243 321.155 238.849 1247 318.569 242.617 1256 319.698 246.513 1247 325.309 246.599 1243 329.738 246.22 1247 335.924 245.176 1252 336.398 241.095 0 332.927 237.86 0 331.071 233.616 0 330.18 228.831 0 317.566 257.246 1238 320.842 254.531 1234 324.764 252.594 1234 328.574 252.971 1238 332.152 251.923 1238 336.988 253.025 1243 341.527 254.964 0 338.479 258.197 1243 334.724 260.448 1238 329.783 261.561 1229 324.723 261.288 1229 320.916 259.807 1234 319.712 257.064 1238 324.008 255.919 1229 328.993 255.534 1234 334.287 254.982 1238 339.296 255.26 1243 334.62 256.706 1238 329.253 257.653 1234 324.175 257.649 1229 298.169 231.957 1294 298.812 239.182 1280 300.229 246.011 1275 302.495 252.8 1275 305.445 259.072 1261 309.452 264.489 1252 313.857 268.553 1256 318.833 272.096 1261 324.679 274.539 1252 331.695 275.229 1256 338.956 273.519 1261 345.184 270.268 0 350.295 265.81 0 354.542 260.722 0 357.614 254.359 0 359.046 247.534 0 359.62 240.425 1304 359.481 233.428 1299 358.634 226.061 1304 311.97 230.111 1275 341.148 227.432 1275 327.465 243.116 1243 318.601 218.231 1256 312.874 217.169 1294 305.839 217.397 1299 300.662 220.154 1304 297.744 223.534 1304 331.328 216.837 0 336.944 214.779 1289 344.172 213.664 1289 350.126 215.343 1299 353.897 217.905 1309;0;
1391186351.731 318.133 230.078 1256 315.277 228.321 1275 311.713 227.955 1280 308.337 228.877 1280 306.025 230.838 1280 308.721 231.755 1280 312.003 231.838 1270 315.302 231.173 1256 334.973 228.5 1275 337.381 226.325 1275 340.892 225.305 1275 344.455 225.633 1280 347.222 227.096 1280 344.718 228.438 1275 341.473 229.097 1270 338.041 229.054 1270 317.914 221.026 1256 312.538 220.013 1284 306.634 220.138 1299 302.697 222.244 1294 300.21 225.175 1294 301.25 226.528 1294 304.103 224.51 1294 307.584 223.301 1294 312.55 223.185 1280 317.638 223.729 1252 332.5 219.498 1275 337.827 217.532 1289 343.967 216.526 1289 348.595 217.884 1294 351.868 220.172 1294 351.137 221.82 1294 347.723 220.429 1284 343.758 219.923 1284 338.539 220.692 1280 333.327 222.135 1270 322.416 229.549 1256 322.314 234.433 1252 321.129 238.853 1252 318.54 242.623 1256 319.669 246.523 1247 325.285 246.611 1243 329.718 246.232 1247 335.91 245.189 1252 336.385 241.105 0 332.912 237.866 0 331.056 233.618 0 330.165 228.829 0 317.531 257.266 1238 320.812 254.549 1234 324.738 252.611 1238 328.551 252.99 1238 332.132 251.941 1238 336.973 253.046 1247 341.515 254.988 1247 338.464 258.223 1243 334.705 260.475 1238 329.758 261.588 1229 324.694 261.313 1229 320.884 259.829 1238 319.68 257.084 1243 323.98 255.938 1234 328.97 255.555 1234 334.269 255.004 1238 339.282 255.284 1247 334.602 256.73 1238 329.23 257.676 1229 324.147 257.67 1234 298.124 231.948 1294 298.766 239.179 1284 300.183 246.015 1275 302.449 252.811 1270 305.399 259.09 1256 309.408 264.513 1252 313.816 268.582 1252 318.796 272.129 1261 324.646 274.576 1256 331.668 275.268 1256 338.936 273.559 1261 345.172 270.307 0 350.288 265.846 0 354.54 260.755 0 357.617 254.388 0 359.052 247.556 0 359.629 240.441 1309 359.491 233.438 1299 358.647 226.064 1309 311.939 230.104 1275 341.144 227.431 1270 327.443 243.125 1243 318.58 218.215 1256 312.848 217.151 1289 305.806 217.377 1299 300.624 220.134 1299 297.702 223.517 1299 331.318 216.824 0 336.94 214.766 1289 344.175 213.652 1289 350.134 215.333 1299 353.907 217.899 1304;0;
1391186351.903 318.108 230.09 1252 315.252 228.333 1275 311.688 227.968 1280 308.312 228.89 1280 306 230.852 1280 308.696 231.768 1280 311.979 231.85 1280 315.278 231.185 1256 334.949 228.51 1275 337.357 226.334 1275 340.868 225.314 1275 344.431 225.643 1280 347.199 227.105 1280 344.695 228.448 1275 341.449 229.107 1270 338.018 229.064 1275 317.889 221.038 1256 312.512 220.025 1284 306.607 220.151 1299 302.67 222.257 1294 300.184 225.189 1294 301.224 226.542 1289 304.077 224.523 1289 307.558 223.314 1294 312.524 223.197 1280 317.612 223.74 1252 332.475 219.508 0 337.802 217.541 1284 343.943 216.534 1289 348.571 217.892 1289 351.845 220.18 1294 351.114 221.828 1294 347.699 220.438 1284 343.734 219.932 1284 338.514 220.701 1280 333.302 222.145 1270 322.391 229.561 0 322.29 234.445 1243 321.105 238.865 1247 318.517 242.636 1252 319.646 246.536 1243 325.262 246.623 1243 329.695 246.244 1247 335.888 245.2 1252 336.363 241.116 0 332.889 237.877 0 331.033 233.629 0 330.141 228.839 1270 317.509 257.279 1243 320.79 254.562 1234 324.716 252.624 1234 328.53 253.002 1238 332.111 251.953 1243 336.951 253.058 1247 341.494 254.999 1252 338.443 258.234 1247 334.684 260.487 1243 329.737 261.601 1234 324.673 261.326 1229 320.862 259.843 1238 319.658 257.097 1238 323.958 255.951 1234 328.949 255.567 1234 334.248 255.015 1243 339.261 255.295 1252 334.581 256.742 1243 329.208 257.689 1234 324.126 257.683 1229 298.099 231.962 1294 298.741 239.194 1280 300.159 246.03 1275 302.426 252.826 1275 305.377 259.105 1261 309.386 264.528 1252 313.795 268.597 1252 318.776 272.144 1252 324.626 274.59 1252 331.649 275.282 1256 338.917 273.571 1261 345.153 270.319 0 350.269 265.857 0 354.521 260.766 0 357.597 254.397 0 359.032 247.565 0 359.608 240.45 1309 359.47 233.446 1294 358.624 226.072 1304 311.914 230.117 1280 341.121 227.441 1275 327.421 243.137 1247 318.554 218.226 1256 312.821 217.163 1294 305.78 217.39 1299 300.597 220.148 1304 297.675 223.53 1304 331.293 216.834 0 336.915 214.775 1284 344.15 213.66 1289 350.109 215.341 1299 353.884 217.907 1309;0;
1391186352.20 317.945 230.169 1265 315.103 228.417 1275 311.53 228.023 1275 308.12 228.87 1280 305.739 230.743 1280 308.485 231.663 1280 311.779 231.784 1280 315.09 231.182 0 334.762 228.855 1270 337.195 226.771 1275 340.73 225.839 1275 344.309 226.199 1280 347.128 227.633 1280 344.556 228.911 1275 341.277 229.506 1270 337.837 229.421 1270 317.723 221.125 1256 312.399 220.033 1284 306.552 220.039 1294 302.629 222.062 1299 300.113 224.912 1294 301.121 226.222 1289 304.008 224.285 1289 307.503 223.159 1289 312.405 223.142 1280 317.422 223.759 1256 332.405 219.82 1280 337.699 217.944 1289 343.791 217.008 1289 348.407 218.417 1289 351.702 220.713 1294 350.945 222.326 1294 347.51 220.913 1289 343.541 220.374 1284 338.358 221.063 1280 333.178 222.404 1280 322.212 229.682 1261 322.086 234.508 1252 320.88 238.875 1252 318.277 242.589 1256 319.357 246.414 1256 324.888 246.532 1247 329.386 246.217 1247 335.609 245.348 1252 336.121 241.347 1256 332.618 238.07 0 330.797 233.822 0 329.949 229.077 1256 317.495 257.043 1238 320.602 254.304 1234 324.429 252.389 1234 328.185 252.807 1238 331.698 251.845 1238 336.519 253.087 1247 340.995 255.194 1256 338.049 258.468 1243 334.332 260.763 1238 329.425 261.826 1238 324.389 261.413 1234 320.665 259.76 1229 319.672 256.896 1238 323.726 255.721 1234 328.624 255.377 1238 333.857 254.971 1243 338.694 255.477 1252 334.209 256.99 1243 328.904 257.895 1238 323.931 257.748 1234 298.255 231.706 1289 298.844 238.786 1280 300.197 245.46 1270 302.451 252.098 1265 305.363 258.223 1256 309.28 263.555 1252 313.611 267.682 1247 318.508 271.339 1252 324.262 273.96 1252 331.239 274.802 1256 338.56 273.213 1261 344.834 270.041 1275 350.024 265.685 1280 354.361 260.701 0 357.522 254.529 0 359.016 247.871 0 359.663 240.901 1294 359.585 234.028 1304 358.808 226.786 1304 311.724 230.106 1280 340.974 227.892 1270 327.142 243.174 1247 318.421 218.376 1256 312.744 217.228 1294 305.745 217.318 1294 300.549 219.983 1304 297.588 223.281 1304 331.234 217.179 1280 336.813 215.217 1289 344.009 214.183 1289 349.986 215.92 1299 353.794 218.492 1304;1;
1391186352.109 314.211 230.481 1256 311.56 228.946 1265 308.225 228.633 1275 305.043 229.417 1284 302.846 231.104 1284 305.342 231.942 1280 308.381 232.046 0 311.51 231.49 0 331.136 229.031 1270 333.48 227.064 1270 336.853 226.195 1270 340.297 226.479 1275 343.115 227.764 1280 340.541 228.997 1270 337.338 229.586 1270 334.02 229.565 1270 314.005 221.709 1256 309.475 220.673 1289 304.515 220.616 1299 300.869 222.105 1299 298.406 224.426 1299 299.018 226.078 1294 301.825 224.503 1294 305.166 223.617 1289 309.428 223.628 1265 313.875 224.196 1256 328.702 220.157 1275 333.574 218.328 1280 339.236 217.365 1289 343.741 218.308 1289 347.104 220.135 1289 346.751 222.029 1289 343.119 220.925 1284 339.056 220.614 1280 334.127 221.338 1280 329.222 222.665 1275 318.388 230.06 1256 317.92 234.635 1256 316.526 238.969 1256 313.879 242.88 1256 314.869 246.506 1252 320.053 246.72 1243 324.472 246.391 1243 330.995 245.515 1247 331.715 241.636 0 328.343 238.274 0 326.685 234.058 0 325.937 229.496 1261 313.028 257.057 1238 315.942 254.22 1243 319.546 252.358 1243 323.198 252.692 1238 326.715 251.764 1243 331.689 253.014 1243 336.419 255.183 1252 333.227 258.46 1243 329.413 260.708 1238 324.352 261.789 1234 319.428 261.383 1238 315.978 259.72 1238 314.974 256.944 1238 318.928 255.638 1243 323.652 255.239 1238 328.962 254.874 1238 334.242 255.465 1243 329.304 257.037 1238 323.93 257.917 1234 319.114 257.799 1243 296.32 232.174 1289 296.511 238.807 1280 297.501 245.031 1275 299.465 251.293 1270 302.038 257.207 1256 305.537 262.537 1252 309.484 266.906 1247 314.009 270.745 1252 319.418 273.539 1256 326.102 274.487 1252 333.534 273.143 1261 340.204 270.163 0 345.917 265.863 1270 350.653 260.882 1289 354.19 254.792 1304 356.066 248.122 1294 356.922 241.184 1294 357.039 234.251 1294 356.442 227.111 1304 308.39 230.507 0 337.098 228.085 1270 322.606 243.361 1247 314.854 219.112 1256 309.956 218.002 1294 303.96 217.979 1299 299.174 219.971 1309 296.272 222.681 1304 327.5 217.681 1280 332.682 215.748 1280 339.317 214.665 1289 344.961 215.822 1294 348.78 217.854 1294;1;
1391186352.166 311.583 230.946 1256 308.832 229.649 1261 305.64 229.396 1275 302.674 230.068 1284 300.574 231.532 1289 302.939 232.226 0 305.888 232.257 0 308.875 231.791 1261 326.836 229.745 1265 329.384 227.945 1270 332.729 227.157 1270 336.218 227.355 1270 339.135 228.372 1270 336.559 229.496 1270 333.381 230.056 1270 329.964 230.108 1265 310.959 222.328 1256 307.025 221.154 1261 302.713 220.986 1299 299.574 222.165 1304 297.5 224.288 1299 297.885 226.167 1294 300.331 224.783 1294 303.195 224.131 1280 306.948 224.233 1265 310.712 224.863 1256 324.985 220.733 1275 329.95 218.817 1275 335.738 217.709 1275 340.064 218.714 1280 343.374 220.51 1280 343.002 222.586 1280 339.608 221.547 1275 335.652 221.162 1280 330.594 221.937 1275 325.694 223.352 1275 315.158 230.361 0 314.564 235.325 1256 312.987 240.12 1252 310.249 244.175 1261 310.93 248.134 1252 315.508 248.551 1247 319.732 248.294 1247 326.6 247.239 1247 327.222 243.055 0 323.907 239.61 0 322.351 235.124 0 321.709 230.054 1265 308.256 256.804 1238 311.479 255.442 1243 315.083 254.441 1243 318.665 254.914 1243 322.364 254.056 1238 327.447 254.439 1243 332.862 255.299 1252 328.743 258.744 1243 324.377 260.92 1238 319.215 261.915 1243 314.587 261.441 1238 311.27 259.9 1238 310.004 257.131 1238 314.187 257.024 1238 319.058 257.09 1243 324.827 256.403 1238 330.586 255.877 1247 324.887 257.357 1234 318.857 258.302 1243 313.823 258.123 1238 295.747 231.901 1294 295.348 238.352 1294 295.519 244.848 1280 296.78 251.347 1265 298.871 257.689 1256 301.886 263.31 1256 305.276 267.887 1256 309.149 272.312 1261 314.159 275.636 1261 321.301 276.648 1256 329.501 274.912 1256 336.719 271.512 1265 342.739 266.971 1270 347.595 261.706 1275 351.032 255.247 0 352.83 248.085 1289 353.489 240.869 1294 353.547 233.686 1294 353.132 226.506 1294 305.876 230.983 1275 333.026 228.779 1270 318.392 244.897 1252 311.807 219.425 1261 307.483 218.18 1261 302.213 218.035 1304 297.953 219.648 1309 295.38 222.176 1309 323.897 217.907 1280 329.119 215.908 1275 335.79 214.688 1280 341.136 215.9 1289 344.823 217.883 1289;1;
